Date,BTC,ETH,LTC,XRP
2018-05-05,1.447260673837893,4.137052718990095,5.536266817832285,1.4049333367021595
2018-05-06,-2.0852790151224325,-2.7971675859506164,-3.5563296235134985,-4.27390728537081
2018-05-07,-3.3885337906328803,-5.945998985492767,-4.951890716598549,-4.937442395695666
2018-05-08,-2.1112850067986786,-0.8203442434751642,-3.343186810631592,-2.4845994595379164
2018-05-09,1.1981597042827747,0.5893023810863556,-1.5879662218306358,-1.58023784237075
2018-05-10,-3.152764500435816,-3.9116415176790973,-5.472214382663764,-6.224959486161419
2018-05-11,-7.104830041219287,-6.782122043175072,-8.573905993952884,-9.861943117207872
2018-05-12,0.4850469585602494,0.8590674851311645,3.6745938876567394,1.0218718536645421
2018-05-13,2.739488767755041,6.8780509377974814,2.240242768589244,6.720415894734405
2018-05-14,0.05458521832173635,0.2250421375583023,1.899343908924142,0.37817779867875506
2018-05-15,-2.212241328222145,-3.5944838357243674,-5.2133265771413555,-4.993755284595714
2018-05-16,-1.8362890753184078,-0.12060749224416681,-0.8594031034741674,2.2523328860336678
2018-05-17,-3.7606843919144612,-5.5331791449197905,-4.3530488137225,-6.739669953229016
2018-05-18,2.1933612517810115,3.051109869160663,2.161751784750117,2.9153414145023526
2018-05-19,0.285938073001351,1.223813813027598,-0.16305426241345222,-0.34802311004036757
2018-05-20,3.4256795829125966,2.7177166831761297,3.0205727058108747,3.8259184622661757
2018-05-21,-1.4092859668655722,-2.4302179842658433,-3.5313110677805772,-2.7686919009715862
2018-05-22,-5.40270013978946,-8.71577444807798,-5.181378403827724,-5.983131162696685
2018-05-23,-6.535964462906797,-11.284519317520783,-7.7100555699140285,-7.7565681058908815
2018-05-24,0.547579475542847,3.5543096391361906,3.3895957745560867,5.886085818418311
2018-05-25,-1.2135115168981614,-1.8356049188489334,-2.9178475446304692,-3.4172485918570277
2018-05-26,-1.5742269340280752,0.013555004780320443,-0.4549815837405797,0.7612374973857257
2018-05-27,0.26753545155515446,-2.0438154391925756,-0.5937261882843,-0.27858968190163325
2018-05-28,-3.339329590129497,-10.909139799141268,-5.94366039983343,-10.092041280241006
2018-05-29,4.720254940924138,9.237755135885614,7.023089145802926,9.14559770841329
2018-05-30,-0.6758441644766975,-0.8316029375058519,-1.0749366873873905,0.937412943301936
2018-05-31,1.0941277385249149,2.7529247219544737,0.20024419768643076,1.6481654799425802
2018-06-01,0.6618340199109147,0.8745014759365454,2.353462672709746,2.1765018610200997
2018-06-02,1.2376428518164198,2.331415142299792,2.172280591080412,3.2617436122191044
2018-06-03,0.9634313052366631,4.943098845983203,2.013551811275507,7.119235235795746
2018-06-04,-3.1291692446807424,-4.883223406540624,-4.757126235800158,-4.626651517281718
2018-06-05,1.4495055592671675,1.7381884057582444,1.9261915510819758,2.4309669895105355
2018-06-06,0.5461138650270384,-0.038472483365050186,-0.12962628664956327,-0.32832772200253657
2018-06-07,0.2554835986013281,-0.3338100928539175,-0.46438099085802415,0.5577056312338986
2018-06-08,-1.0860699892827597,-0.6913399104581623,-1.0349999758328228,-0.8833456203779331
2018-06-09,-1.72428623063309,-0.7903243337651993,-2.4373498545976626,-2.6381646696993473
2018-06-10,-10.377731895710765,-12.53549064311551,-9.312614939694093,-12.20373294192235
2018-06-11,0.868032156801193,-0.007480237229964715,-0.006330642919005203,2.46704924066605
2018-06-12,-4.557644528288385,-7.01651512889133,-6.627162848657338,-7.797561358226167
2018-06-13,-4.028709990901914,-4.097923327695321,-7.253920251725227,-4.935859384236826
