Date,CVX,CVX76,CVX_MA7,CVX_MA30
2020-03-08,2.4315291927182567,2.782741410537064,2.599132523725486,2.797696853327953
2020-03-09,2.745792915841421,3.6283746313953613,2.621324950294851,2.800700085321134
2020-03-10,2.717124987601155,3.342590403900331,2.6281339477792884,2.8020349907983806
2020-03-11,2.8109016175724175,3.3876415009176704,2.6343559627219646,2.8069591885874683
2020-03-12,4.003732394763256,5.578809194143275,2.8257504065078414,2.8536714586604686
2020-03-13,5.8504871469244994,9.384289543986261,3.299051254270816,2.9548185953603645
2020-03-14,5.488748874022402,7.852850597032589,3.7211881613490583,3.0424526711253903
2020-03-15,5.7894192778759,8.601399148728852,4.200886744943007,3.1408436319235675
2020-03-16,7.035183916358286,10.892242459533312,4.8136568878739885,3.280677903115311
2020-03-17,6.949991438717503,9.087550053791418,5.418352095176323,3.412667619979195
2020-03-18,6.859533316415462,8.180021954086827,5.996728052153901,3.5453264470907895
2020-03-19,6.524641456503017,7.24846346209612,6.356857918116725,3.6689068352143392
2020-03-20,6.60507077644823,7.894153978764182,6.464655579477258,3.7801106902136024
2020-03-21,6.63471750742374,7.090054446163418,6.628365384248876,3.901321189290304
2020-03-22,6.692288904669437,7.169311296522029,6.757346759505097,4.0321998516411695
2020-03-23,6.939774203748542,7.688102917397319,6.743716800560847,4.174768489404524
2020-03-24,6.8556756821059714,7.236953370038361,6.730243121044913,4.3035798017358
2020-03-25,6.728923345011526,7.034320266886012,6.711584553701495,4.435889330616386
2020-03-26,6.403379836356542,6.372895627104889,6.694261465109141,4.552074785561581
2020-03-27,5.466430077963157,5.488775045218532,6.531598508182702,4.625819458591394
2020-03-28,5.164623844197639,5.571109628241973,6.321585127721831,4.69141738721537
2020-03-29,5.013129258282353,5.604179551671223,6.081705178237961,4.759326755881507
2020-03-30,5.053223530752764,5.367440145722894,5.8121979392385645,4.838264666596619
2020-03-31,4.63879217156351,4.825199133115563,5.495500294875356,4.9055171382399045
2020-04-01,4.6170386733406605,4.856290514117422,5.193802484636661,4.973070229689397
2020-04-02,4.712170971271432,4.925021309392743,4.952201218195931,5.041160528558109
2020-04-03,4.46521956459337,4.928570123587905,4.809171144857389,5.097756263612099
2020-04-04,4.300042677341575,4.45590785301049,4.685659549592238,5.152291976581413
2020-04-05,4.270139468643997,4.602419443182717,4.579518151072472,5.210050585116758
2020-04-06,4.2337353348278475,4.660053651299124,4.462448408797484,5.266715412128529
2020-04-07,4.185412838294319,4.80258198542044,4.397679932616172,5.325178200314397
2020-04-08,4.342487123224416,4.864351242525311,4.358458282599565,5.378401340560498
2020-04-09,4.595012994678065,4.569030231160687,4.341721428800513,5.4409976074630615
2020-04-10,4.183455232823832,4.310134290569115,4.301469381404864,5.4867493946381085
2020-04-11,4.229144907026732,4.071882189484501,4.2913411285027445,5.49426314504689
2020-04-12,4.248009105196883,4.100937451427484,4.288179648010299,5.440847210322636
2020-04-13,4.3879988332936355,4.342183537349314,4.310217290648269,5.404155542298344
2020-04-14,4.14280089675625,4.132777328638647,4.304129870428545,5.349268262927691
2020-04-15,4.348825786926984,4.158843839983639,4.3050353938146255,5.259722991946646
2020-04-16,4.298603261554453,4.214426226323494,4.262691146225538,5.171343386041212
2020-04-17,4.083434155456068,3.902926181511606,4.248402420887286,5.078806747342566
2020-04-18,3.956880719452206,3.6797277524406877,4.209507536948069,4.993214722774204
2020-04-19,3.9271240694529523,3.593122030208911,4.163666817556078,4.903949832541029
2020-04-20,3.8769852919080354,3.853682458874319,4.090664883072421,4.812025425357172
2020-04-21,4.085444103318814,3.99751935280211,4.082471055438502,4.7251305986454835
2020-04-22,4.297420323489399,3.961502552688677,4.075127417804561,4.63705213597018
2020-04-23,4.326370900647863,3.7766501601867173,4.079094223389334,4.5527419765882415
2020-04-24,4.113305958718291,3.555901355073521,4.083361623855366,4.465554730378469
2020-04-25,3.8692804917675074,3.348075886609076,4.070847305614694,4.3810847522255
2020-04-26,3.9510236057584214,3.3527186568024514,4.0742615250869045,4.330571203152009
2020-04-27,4.147762955542405,3.4253541945402954,4.112944048463243,4.296675840196834
2020-04-28,4.240822494739718,3.376953184418378,4.135140961523372,4.2709322814120805
2020-04-29,4.3921391165213235,4.127930423115462,4.14867221767079,4.248896134271032
2020-04-30,4.6969079296887015,4.622754462575346,4.201606078962338,4.2508333262085385
2020-05-01,4.331055544755046,4.148338721857254,4.232713162681875,4.241300555255685
2020-05-02,4.12789378344088,3.9526148144830953,4.269657918635214,4.221824648994667
2020-05-03,4.067537770927003,3.9111962794885313,4.2863027993735825,4.208568589205788
2020-05-04,4.188391120413857,4.10352316560508,4.292106822926647,4.20484687064153
2020-05-05,4.003784737155515,3.8990947183982456,4.258244286128904,4.195968379591914
2020-05-06,4.29261529188002,4.3276899289327915,4.2440265968944315,4.197931044826986
2020-05-07,4.306271422020399,4.547857733491913,4.188221381513245,4.201959664284522
2020-05-08,4.265250689207004,4.3971482834605125,4.178820687863525,4.199385116483942
2020-05-09,4.207752571310469,4.293327148414743,4.19022908613061,4.186476435705022
2020-05-10,4.86608900994831,5.726210604983906,4.304307834562225,4.209230894942505
2020-05-11,4.877421137872389,5.757966734367453,4.402740694199158,4.23084010263736
2020-05-12,4.108118827645422,4.3484855613772995,4.417645564269145,4.226177093385645
2020-05-13,4.364957712221214,4.661336039909471,4.427980195746458,4.225409056016564
2020-05-14,4.696018109020298,4.793887914066217,4.483658293889301,4.2438496297586985
2020-05-15,4.890150807669782,4.532683673976022,4.572929739383983,4.261893797116793
2020-05-16,4.794704455385457,4.330327985502645,4.656780008537553,4.278430503577825
2020-05-17,4.946905663596239,4.235562084317687,4.668325244772972,4.307212887182498
2020-05-18,5.020598517657716,4.590679044599018,4.688779156170876,4.342670147122681
2020-05-19,4.839263533915561,4.581430143886848,4.793228399923753,4.373074795938103
2020-05-20,5.006675441316816,4.490260165050085,4.884902361223125,4.410731134251728
2020-05-21,4.993469455749865,4.194661739006488,4.92739541075592,4.4409986459994295
2020-05-22,4.689203129548174,3.9641563119762098,4.8986885995956895,4.454058072868055
2020-05-23,4.370040158509565,3.632776626584345,4.838022271470562,4.455513714796779
2020-05-24,4.41717971697804,3.6911331597139285,4.7623471362393905,4.465642840072104
2020-05-25,4.539399202902854,3.930819442346439,4.693604376988696,4.487980130443281
2020-05-26,4.559755159252388,3.9372261511589435,4.653674609179672,4.508271182226414
2020-05-27,4.433097038464008,3.936823114738549,4.5717348373435565,4.5177823183238015
2020-05-28,3.943915508889646,3.5030146019350052,4.421798559220668,4.507885418795465
2020-05-29,3.385767643274798,3.316492487119983,4.235593489753042,4.474339703020581
2020-05-30,3.401737307153025,3.386751680249267,4.097264510987823,4.431167348936059
2020-05-31,3.504239413913867,3.594079895987251,3.966844467692941,4.403606811241352
2020-06-01,3.5737344081161693,3.5639987231559918,3.8288923541519857,4.385134832063863
2020-06-02,3.7329285599327564,4.168951155928856,3.710774268534896,4.373981191697387
2020-06-03,3.6587803270586265,3.856231533377333,3.600157595476984,4.3563274985855465
2020-06-04,3.467578802375648,3.607966332653569,3.5321094945464133,4.338453967426218
2020-06-05,3.193665829444963,3.338612382088645,3.504666378285008,4.301822318678382
2020-06-06,3.1476359296923797,3.2816952647461854,3.4683661815049156,4.263201135600782
2020-06-07,3.1040347169406153,3.331713654788906,3.411194081937308,4.224493936525236
2020-06-08,3.080187523027405,3.28508705176457,3.3406873840674853,4.186908434915799
2020-06-09,3.020360168675343,3.3422240071545177,3.23889189960214,4.125384140206702
2020-06-10,3.207939599813998,3.618659883392087,3.174486081424336,4.069734755604754
2020-06-11,3.366641733143351,3.7054331012790924,3.1600665001054367,4.045018852454685
2020-06-12,3.1588267331573587,3.3092797054666896,3.1550894863500645,4.00481448648589
2020-06-13,2.9770363706025513,3.110436191513893,3.1307181207658035,3.947515095205299
2020-06-14,3.184851370588544,3.1427523844946132,3.1422633570012217,3.8906717806359246
2020-06-15,3.302255356425529,3.373168829458051,3.173987333200954,3.84092347733726
2020-06-16,3.257376989302644,3.195408831107189,3.2078468790048538,3.784605854860807
2020-06-17,3.469190948057226,3.2486672152307428,3.2451685001824577,3.732892269207457
2020-06-18,3.355309605219273,3.1015903272221186,3.243549624764732,3.6834271382509143
2020-06-19,3.1200985971249087,2.9515770310077634,3.2380170339029535,3.6205412434445177
2020-06-20,3.1327392848554623,2.9462747466719246,3.260260307367655,3.5585169044147036
2020-06-21,3.151195212365993,2.8733827312120113,3.255452284764434,3.5072499738419647
2020-06-22,3.1934041174836683,2.9404542726527216,3.239902107772739,3.4680287724744345
2020-06-23,3.232723722548645,2.934288338844609,3.236380212522168,3.4285469059934552
2020-06-24,3.466416801267498,3.162051024520514,3.2359839058379216,3.3927808259389427
2020-06-25,3.355665533486634,3.0369841124568087,3.236034752733258,3.3526445050800846
2020-06-26,3.0418048467838643,2.697391905719504,3.2248499312559664,3.306268098690746
2020-06-27,2.8766645992066517,2.6307495718953176,3.1882678333061363,3.27069306836798
2020-06-28,3.1126607431849016,2.7607942454628565,3.182762909137409,3.26158950503165
2020-06-29,3.207332428063794,2.7073631314448474,3.1847526677917126,3.2551093423953423
2020-06-30,3.1407686078279964,2.7174704473900646,3.17161622283162,3.2429936488591466
2020-07-01,3.0304674846205604,2.627525280532162,3.1093377490249146,3.224884751409293
2020-07-02,2.776444620748304,2.4628194748106997,3.0265919043480105,3.193001953436478
2020-07-03,2.6050913312099455,2.254166996548563,2.964204259266022,3.1578789869081887
2020-07-04,2.593733032089738,2.351487206475761,2.9237854639636054,3.1287507945653252
2020-07-05,2.636078027427286,2.509995672953756,2.8557022188553747,3.1101645344980686
2020-07-06,2.6405428334869807,2.5645050402523,2.774732276772973,3.0932614312912228
2020-07-07,2.6579990213053644,2.532864064131722,2.7057651929840256,3.0783935747700473
2020-07-08,2.78318108663204,2.722531956721512,2.670438564699951,3.068493360223535
2020-07-09,2.796926198839259,2.6289542278408335,2.6733645044272305,3.061045561228999
2020-07-10,2.5296607097254697,2.3498017814450205,2.6625887013580196,3.038436264892715
2020-07-11,2.5170723643871753,2.32983839303743,2.6516371774005103,3.010117285934176
2020-07-12,2.6312311219041007,2.3878337636604257,2.65094476232577,2.9925307655590667
2020-07-13,2.5198255742199995,2.4565959643711017,2.633699439573344,2.9772904056796485
2020-07-14,2.517951716577127,2.3569203467922475,2.613692681755024,2.955060417212601
2020-07-15,2.776758675101858,2.333617513758531,2.6127751943935698,2.937543861168479
2020-07-16,2.75814572041455,2.6159523776036924,2.607235126047183,2.920902818872209
2020-07-17,2.6189620651585863,2.3968732948035587,2.619992462537628,2.8925618561089212
2020-07-18,2.6309327702682244,2.2451274654054294,2.6362582348063492,2.8684159616105527
2020-07-19,2.6913044854997796,2.2375011788532904,2.6448401438914466,2.854122824556382
2020-07-20,2.5686243865230853,2.173015351590176,2.651811402791887,2.8353189946119692
2020-07-21,2.599338902300679,2.357679311480003,2.6634381436095373,2.816923784276459
2020-07-22,2.8247357118464773,2.653743584814706,2.670292006001626,2.804634837421886
2020-07-23,2.8636993886440925,2.582338093294949,2.6853711014629895,2.792334026291734
2020-07-24,2.695884444822444,2.311272546503155,2.6963600128435403,2.7666496144102326
2020-07-25,2.732466542772274,2.2805318595294315,2.710864837486976,2.7458763147197534
2020-07-26,2.955492241948738,2.5906762363818108,2.748605945551113,2.742999227891916
2020-07-27,3.5734203537626152,3.724313002166922,2.892148226585331,2.7662244197104484
2020-07-28,3.9079144114938913,3.884381271934235,3.079087585041504,2.792732875320748
2020-07-29,3.558141609462207,3.5962678079836774,3.183859856129466,2.804426514700695
2020-07-30,3.302045986856493,3.106662305032018,3.246480798731237,2.8098024273349784
2020-07-31,3.072796777240431,3.067054816809616,3.300325417648093,2.8112134037556404
2020-08-01,3.212870253164798,3.504590107942002,3.368954519132739,2.82576092483619
2020-08-02,3.570525819470691,3.908176123455186,3.4568164587787322,2.8579420744448822
2020-08-03,3.386086931867578,3.489824319085732,3.4300545413651555,2.884353871104143
2020-08-04,3.2336868225662108,3.327929299828579,3.333736314375487,2.904274164275441
2020-08-05,3.288442199108373,3.3022134825117218,3.2952078271820824,2.9258708097961534
2020-08-06,3.1606011402549394,3.1355710082766755,3.2750014205247173,2.94262421376114
2020-08-07,3.089928442226809,3.0686041516204834,3.277448801237057,2.9528491256142986
2020-08-08,2.9928647100216796,2.834748811485628,3.2460194379308973,2.9593804093203793
2020-08-09,2.962181599679441,2.6407417345775652,3.1591131208178616,2.9737977723188447
2020-08-10,2.9780361102946986,2.916109826013051,3.1008201463074507,2.9891632305157625
2020-08-11,3.0090803831435244,2.919088108132589,3.068733512104209,3.00175820589041
2020-08-12,3.0998734967560226,2.9927443225194836,3.0417951260538736,3.0210931366416105
2020-08-13,3.018915518648994,2.6223172125023892,3.0215543229673103,3.0377919300440066
2020-08-14,3.168164615936368,2.854089325425336,3.032730919211533,3.05083879473849
2020-08-15,3.5678458889870295,3.0610145047429254,3.1148710876351546,3.0778288003575724
2020-08-16,3.7374928165377437,3.2301380083710494,3.225629832900626,3.1151131587368774
2020-08-17,3.636121305449697,3.2764243858457016,3.3196420036370538,3.148619443242927
2020-08-18,3.7048887403995994,3.303286501553032,3.419043197530779,3.182405585072921
2020-08-19,3.725501174471202,3.207301022628438,3.508418580061519,3.220968144671191
2020-08-20,3.594598085670615,2.8025530060071038,3.590658946778894,3.254143450783523
2020-08-21,3.3103631929864514,2.6028510768212594,3.6109730292146196,3.2703310334881883
2020-08-22,3.426579006519156,2.4680170743620207,3.5907920460049234,3.289093687417357
2020-08-23,3.3316927178320026,2.3279226614807498,3.5328206033326746,3.310287296517676
2020-08-24,3.424804599421576,2.471675807580926,3.5026325024715144,3.3333652317393194
2020-08-25,3.486196991302182,2.5941988793808433,3.4713908240290263,3.351055390051101
2020-08-26,3.498874318707317,2.6519534749994476,3.4390155589198996,3.348570522215924
2020-08-27,3.304396160268923,2.5237878933140077,3.3975581410053723,3.3284532471750916
2020-08-28,3.0368270852800316,2.4577265600438967,3.3584815541901696,3.3110760963690193
2020-08-29,2.7577479182333815,2.262274833109485,3.2629342558636307,3.2929328274149157
2020-08-30,2.6351463328450757,2.3085664448233634,3.163427629436927,3.2783444792684038
2020-08-31,2.8187163367366894,2.423463230071141,3.076843591910514,3.265206015387467
2020-09-01,2.6960833459130282,2.5450650757672997,2.9639702139977784,3.2360579329355446
2020-09-02,2.6939896502226675,2.6632856029235255,2.8489866899285423,3.212988023547381
2020-09-03,2.7514982365976546,2.867509914800549,2.7700012722612186,3.1969150706817624
2020-09-04,2.952199905475646,3.1014594712414714,2.7579116751463064,3.1857069942273384
2020-09-05,3.043427460943894,3.259470684993005,2.7987230383906647,3.18180120491697
2020-09-06,3.285092286003796,3.492441438698683,2.891572460270482,3.1883066663762034
2020-09-07,3.1186487128593336,3.3416587093181205,2.9344199425737174,3.1924994664707915
2020-09-08,3.2048828041060715,3.6143521045091695,3.0071055794584374,3.200589506618346
2020-09-09,3.3711170076814976,3.70814443719811,3.103838059095413,3.2136922031979056
2020-09-10,3.2359584823902523,3.2160160309395653,3.1730466656372127,3.22125480650613
2020-09-11,3.0143564962832334,3.0054164156853926,3.1819261786097255,3.2184042398237036
2020-09-12,2.805421369102898,2.6971406622366603,3.1479253083467262,3.211287768172167
2020-09-13,2.754434644803385,2.7441441304852616,3.0721170738895247,3.197496769134401
2020-09-14,2.6909956653854517,2.6970883198444016,3.0110237813932557,3.1682684283476816
2020-09-15,2.67610425478776,2.754026374143765,2.935483988633497,3.1328888096226826
2020-09-16,2.845107370913688,2.9610824094420014,2.860339754809524,3.106521678471482
2020-09-17,2.8174130111694398,2.7044319574783424,2.8005475446351222,3.07693915416381
2020-09-18,2.5584490254679317,2.4766012266925,2.735417905947222,3.038037415863701
2020-09-19,2.5473053301559863,2.439160713509622,2.698544186097663,3.0031276573465466
2020-09-20,2.4443687815393944,2.339139636141858,2.654249062774236,2.9742611769649785
2020-09-21,2.598941100119511,2.543248794755912,2.6410984105933872,2.9466732467516565
2020-09-22,2.718946502851769,2.4891476981169873,2.647218731745389,2.926248372918982
2020-10-04,2.5414534507014275,2.2750777822560417,2.603839600286494,2.8968033346283106
2020-10-05,2.5333770195758603,2.267430558746999,2.5632630300588404,2.8650426689041
2020-10-06,2.4352926107216804,2.17515615543357,2.5456692565236607,2.8295899453045785
2020-10-07,2.616460098808605,2.4438819972913857,2.5555485091883208,2.8066587432559014
2020-10-08,2.5380145555300095,2.3440231813396246,2.568926476901266,2.790031658930901
2020-10-09,2.4616522394633233,2.194229723172757,2.5493137825218106,2.7801618029718984
2020-10-10,2.408184485770733,2.2277026830224016,2.5049192086530914,2.7725964080694205
2020-10-11,2.1525442419776724,2.2059230136034227,2.4493607502639834,2.750390671577453
2020-10-12,2.3599195658686893,2.204682498906884,2.424581114020102,2.7391852122426417
2020-10-13,2.396114330115803,2.145519892936512,2.4189842167906908,2.7292560349057466
2020-10-14,2.528053798283118,2.155616740403277,2.4063547452870497,2.7218078869619284
2020-10-15,2.4216469490597534,2.08998461474969,2.3897308015055847,2.704122788414732
2020-10-16,2.3860802935197483,2.149534554422779,2.3789348092279314,2.6822112161672607
2020-10-17,2.403039228611671,2.153538747430594,2.3781997724909223,2.652809447587523
2020-10-18,2.3040859360459915,2.036558734970907,2.3998485859292535,2.6256573550270788
2020-10-19,2.2677603158182302,2.1071529194106495,2.386682978779188,2.594419938750817
2020-10-20,2.395135527380559,2.2327903635499786,2.3865431498170104,2.561887222740786
2020-10-21,2.7917547704840673,2.786761306262557,2.4242147172742885,2.547080432343913
2020-10-22,2.9466568461354155,2.8599987815113797,2.4992161311422407,2.5448237773389857
2020-10-23,2.825526081969588,2.5936545185013493,2.561994100920789,2.5454939344345417
2020-10-24,2.76702299014168,2.4860280915383495,2.6139917811393616,2.5459135459458184
2020-10-25,2.8888080342107454,2.4612701399998325,2.697523509448612,2.552507291573328
2020-10-26,3.0259817416039625,2.49914509503846,2.8058408559894312,2.564169874467202
2020-10-27,3.179669473754901,2.5151304616343655,2.9179171340429084,2.575321944561909
2020-10-28,3.4010463875752057,2.8211711949336378,3.004958793627357,2.594776390442101
2020-10-29,3.1125089502473506,2.6270908386764122,3.0286519513576335,2.613245054601415
2020-10-30,2.884693922179186,2.5777005573407994,3.0371044999590047,2.6244913410021886
2020-10-31,3.0830401834055214,2.9358062682201207,3.08224981328241,2.645780387731059
2020-11-01,3.044442903353719,2.9964501638914225,3.1044833660171207,2.6606304478388663
2020-11-02,3.070551288612519,3.2134041455658404,3.1108504441612004,2.6723506073642245
2020-11-03,3.038611960856064,3.179072770483148,3.0906993708899377,2.6889225577027123
2020-11-04,2.9956807307252147,3.134445646843106,3.032789991339939,2.704332681407691
2020-11-05,3.0286459693699466,3.029923123741067,3.0208095655003104,2.7241111266959663
2020-11-06,3.134047844661938,3.4352730778733798,3.0564315544264176,2.741364051557744
2020-11-07,2.8975439794787756,2.889467548353209,3.0299320967225967,2.7533483656893694
2020-11-08,2.8488236807640783,2.9410562101637003,3.0019864934955054,2.7662540803993947
2020-11-09,2.8788315742461754,2.989886427902141,2.9745979628717416,2.7819423166819095
2020-11-10,2.803610322330736,2.842186665425635,2.941026300225267,2.8036445193603456
2020-11-11,2.7848037007920694,2.7875883160602495,2.910901010234817,2.8178073238577914
2020-11-12,2.9382768291347463,3.0427993522367855,2.8979911330583596,2.8358794071584223
2020-11-13,2.960197823012824,2.9613702925994265,2.873155415679915,2.8502842079827464
2020-11-14,2.9626160415351914,2.84714872421179,2.8824514245451174,2.8683165110652604
2020-11-15,2.979993715765186,2.862694414712719,2.901190000973847,2.8881136251401087
2020-11-16,2.9439664471733016,2.854947740658384,2.9104949828205795,2.906144532425496
2020-11-17,3.102804670722528,3.009321158147916,2.953237032590835,2.9327684902480473
2020-11-18,3.7600785587975114,3.839911175470971,3.0925620123058986,2.98251243168069
2020-11-19,3.5322949361647016,3.371619494647184,3.177421741881606,3.0204177453068284
2020-11-20,3.4451762584887864,3.341056771807142,3.2467043755210296,3.042198461573652
2020-11-21,3.805752530282733,3.8266737844686642,3.367152445342107,3.070834984378563
2020-11-22,3.864606316138777,3.843418115752325,3.493525673966906,3.1054709921842027
2020-11-23,4.2055751277924935,4.160707229148061,3.673755485483933,3.153422730105896
2020-11-24,4.43128075745262,4.339786255783851,3.8635377835882316,3.2048384875472924
2020-11-25,4.6318253991538345,4.204376487009762,3.988073046496278,3.2583666094656207
2020-11-26,4.273997102953487,4.138739127116949,4.094030498894676,3.294844197105574
2020-11-27,3.8584717877660193,3.835493477564309,4.153072717362852,3.310091710445268
2020-11-28,3.324385719872643,3.3770840403990254,4.08430603016141,3.317154269432778
2020-11-29,3.165291018601348,3.4558593407488534,3.9844038447989205,3.3265075059801825
2020-11-30,3.65798472269629,4.169799102683453,3.9061766440708916,3.345672323956542
2020-12-01,4.10601466347661,4.770218684286687,3.859710059217176,3.3810580492939715
2020-12-02,3.7820309581109446,3.9739391050894204,3.7383108533539056,3.4047740382772527
2020-12-03,3.520674925083199,3.546929869040324,3.630693399372436,3.42084280375149
2020-12-11,3.002474773240436,3.302469960233791,3.508408111583067,3.421069271835331
2020-12-12,3.02727459869276,3.133435438672507,3.4659636657002264,3.4210235594794245
2020-12-13,3.009211239124172,3.1419881855676315,3.4436665543463443,3.4168623392948323
2020-12-14,3.0470495544882183,3.1690963105185785,3.356390101745191,3.4218458584618143
2020-12-15,3.0674316820338814,3.2626897421169345,3.2080211043962303,3.4291327918374743
2020-12-16,3.31215330280171,3.6360166206651785,3.14089572506634,3.443576849455992
2020-12-17,3.9207854057503844,4.476174827293183,3.198054365161652,3.480816018903313
2020-12-18,3.740853198120773,3.960701714087114,3.3035369972874142,3.5126843354809365
2020-12-19,3.7930019235284353,4.1223507241006505,3.412926615121082,3.5411751719607265
2020-12-20,3.986072071615062,4.28999817226707,3.5524781626197806,3.575370980247468
2020-12-21,3.9030256320568983,4.194614630853455,3.6747604594153063,3.6067179665981914
2020-12-22,3.9813926617471056,4.122607201822719,3.8053263136600526,3.6400979314642554
2020-12-23,4.153881781197485,4.257734321678609,3.925573239145163,3.6804284425983953
2020-12-24,4.176195343017506,4.164161827037156,3.962060373040466,3.716208131674894
2020-12-25,4.005072360005086,4.12344991433809,3.999805967595368,3.7243745917151467
2020-12-26,4.12548079915774,4.271249127359888,4.047302949828126,3.744147453814915
2020-12-27,4.518907156333448,4.571636882295185,4.123422247645038,3.7799384837430705
2020-12-28,4.574976326921311,4.426857825306733,4.219415204054241,3.8055792769643557
2020-12-29,4.675913396153608,4.337614046505101,4.3186324518265975,3.8326228462981837
2020-12-30,4.9238331370884625,4.60235139807278,4.428625502668166,3.8565647799413822
2020-12-31,5.01566263006769,4.860593058761114,4.548549400818192,3.876044175695218
2021-01-01,4.401524107453366,4.388998572985782,4.605185364739375,3.8683674659718696
2021-01-02,4.307464828563905,4.651804490279103,4.63118308322597,3.8694830568255503
2021-01-03,4.771145144629672,5.624362778126302,4.667217081554002,3.8999055020543385
2021-01-04,4.907606995488166,5.742557134086398,4.714735748492124,3.9526795445748557
2021-01-05,4.909936231943693,5.479170216239002,4.748167582176422,4.010834385019601
2021-01-06,5.221938763721267,6.223609890142933,4.790754100266823,4.0629661863871
2021-01-07,5.764734605686544,7.230410571005983,4.897764382498088,4.118256851127431
2021-01-08,6.117171635484213,7.537754629872506,5.142856886502495,4.1960948737065396
2021-01-09,6.177093206142341,7.629657402200895,5.409946654727984,4.2846421497418445
2021-01-10,6.562542582737775,8.14540269584671,5.665860574457715,4.403311076725089
2021-01-11,6.100505817788941,7.680565612912019,5.836274691929254,4.505752117361628
2021-01-12,6.473748948509571,7.836231887490349,6.059676508581522,4.621236707674474
2021-01-13,6.4207575105865375,7.427118515354612,6.230936329562274,4.733693639544419
2021-01-14,6.988342709525687,7.796362687306652,6.405737487253581,4.864390673794146
2021-01-15,6.962836261777866,7.871725263681192,6.526546719581246,4.986080105760019
2021-01-16,6.943966829368489,7.687108411944397,6.636100094327838,5.086852819880621
2021-01-17,6.482521533452182,7.039742938724046,6.624668515858468,5.178241764391669
2021-01-18,6.206049017540032,6.712843762109555,6.639746115822909,5.258676667525389
2021-01-19,6.316632789665666,6.794325164139172,6.61730095027378,5.3363620247937416
2021-01-20,6.18793854981841,6.210456246968241,6.584041098735477,5.412525788719126
2021-01-21,5.866844144505444,5.933146252779946,6.423827018018299,5.475374171477737
2021-01-22,5.86821551518263,6.173816572386926,6.26745262564755,5.532518629277242
2021-01-23,5.626754825452538,5.693606528845761,6.0792794822309855,5.580870612025076
2021-01-24,5.862792843344596,5.846467251199007,5.990746812215617,5.642794628136394
2021-01-25,5.935328930537147,5.595569228144614,5.952072514072348,5.7031228991823735
2021-01-26,5.933010162560072,5.54953932839203,5.897269281628691,5.750259666056594
2021-01-27,6.20058447178819,6.03072817466844,5.899075841910088,5.804446604218824
2021-01-28,6.421652565494167,6.204002430002704,5.978334187765619,5.862637909863508
2021-01-29,6.287253004890678,6.970410205937747,6.038196686295342,5.90808523879025
2021-01-30,5.704488512196411,6.08776044527387,6.049301498687322,5.931046101527873
2021-01-31,5.529199074760174,5.804540994999531,6.001645246032405,5.9686352671047675
2021-02-01,5.3281571803325,5.7419133226616115,5.914906424574599,6.0026583454970535
2021-02-02,4.90507362370283,5.451423514102495,5.768058347594993,6.007122628132825
2021-02-03,4.90562321882155,5.448607493398959,5.583063882885473,6.007056502243938
2021-02-04,4.893081981636288,5.305147464695433,5.364696656620062,6.0064946939003585
2021-02-05,4.693107872010697,5.11406632751465,5.136961637637207,5.988866997510006
2021-02-06,4.704193990691158,5.234401487318141,4.994062420279314,5.953515643676826
2021-02-07,4.790428081937895,5.3617452934451135,4.888523707018988,5.909290858558616
2021-02-08,5.044576567551573,6.211906131233816,4.8480121909074265,5.871540303938923
2021-02-09,5.429052375650989,6.847688233047246,4.922866298328593,5.833757297036031
2021-02-10,5.3108161457770855,6.165729672782907,4.9807510021793835,5.807434307968967
2021-02-11,5.496396097531446,6.090194366513914,5.06693873302155,5.774855879603032
2021-02-12,5.406482336108899,6.038511488397356,5.1688493707498635,5.741046707120443
2021-02-13,5.311240119154384,5.778223240171695,5.25557024624461,5.6851432874414
2021-02-14,5.2812479283899645,5.9238711808716475,5.325687367166334,5.629090342995136
2021-02-15,5.194773062138835,5.752633044596259,5.347144009250229,5.570783884087481
2021-02-16,5.305775573402541,6.134104399380007,5.3295330375004495,5.531559018752493
