Date,BTC,ETH,LTC,XRP
2018-05-05,1.5324651381062362,4.175032848192181,5.511036271051867,1.4391948080564116
2018-05-06,-2.100060736155858,-3.1233174544798006,-3.82560311555367,-4.2968089118312145
2018-05-07,-3.0911822604432793,-5.407351614090036,-4.589568035210166,-4.727078895838255
2018-05-08,-1.9128940766176317,-0.4662075204940039,-3.5245394155701084,-2.234750416119622
2018-05-09,1.3238696159100178,0.3678189575392547,-1.3751365263990187,-1.4811570325397603
2018-05-10,-3.362009937998716,-3.965872060428166,-5.616800273841604,-6.394065340281625
2018-05-11,-6.92372860597206,-6.513291429259932,-8.328770781686368,-9.782144488064356
2018-05-12,0.7819349052131747,1.050653643430035,3.7789231325400263,1.3398960485440239
2018-05-13,2.4937063074479253,6.366474195067511,1.8684284488656187,6.329088083640019
2018-05-14,-0.18877884641445747,-0.2183212110025615,2.180707686608068,-0.41868922399255004
2018-05-15,-2.3514777213858395,-3.153011815808373,-5.629690183318552,-5.360267216488881
2018-05-16,-1.5722096119124371,0.1955782936344794,-0.30905260520839695,2.4161479316550176
2018-05-17,-3.5252797433914065,-5.630676862730421,-4.875057382155352,-6.945341529103521
2018-05-18,2.4366626658270283,3.6733482570657583,2.7139517024160074,2.8696352194365455
2018-05-19,-0.07673022782413454,0.6332778792202249,-0.7382831614466044,-0.6321030631677201
2018-05-20,3.502527114150157,2.711819492298171,3.4163342772821697,3.7898168027413845
2018-05-21,-1.7239379358676261,-2.7548703647432418,-3.9363948847861105,-3.3852249547298436
2018-05-22,-4.941968442854542,-8.334104586111922,-4.853321394374543,-5.831446320525366
2018-05-23,-6.141320373102391,-10.484235444264309,-7.735520747942635,-7.4583261347186545
2018-05-24,0.9691684778452453,4.238490220618428,3.4948566091783304,5.929022102978171
2018-05-25,-1.5701482964916949,-2.8004827450349166,-3.073341906505267,-3.82125292118112
2018-05-26,-1.6637572977028725,0.07682130888665181,-0.35395283877385036,0.6479237247420438
2018-05-27,0.06856153939101124,-2.6981920476926433,-0.6266958180405262,-0.7190716077846693
2018-05-28,-3.324730192129037,-10.899028370840503,-6.031670898518564,-9.959137820993021
2018-05-29,4.9774392461102135,10.364643749416183,7.356640701727954,9.26486360200941
2018-05-30,-1.150225827225513,-1.808772801848281,-1.776245633984039,0.2513588845382895
2018-05-31,1.4676290629947557,3.633880004166253,0.9089813255399802,1.6341499284106176
2018-06-01,0.47980835777630265,0.20573826639724258,1.6272796592655163,1.6400591469172987
2018-06-02,1.5701092418484073,2.025970051202945,2.6681384090207843,3.3510491971330887
2018-06-03,0.9669034297781922,4.760876243813985,1.5195050568525508,7.117402172931817
2018-06-04,-2.990238092152404,-4.732108274211183,-4.5377021664015516,-5.2094414472512725
2018-06-05,1.826413924492724,3.005050836491507,1.9922130262205497,2.9437115112342713
2018-06-06,0.44282137600995974,-0.27128135343195214,-0.46761642287127564,-0.08007474069929792
2018-06-07,0.42006795355446325,-0.36946667350141527,-0.057577628569897656,0.5119641858787866
2018-06-08,-1.1460439324659284,-1.0765654215687939,-1.5421912481042055,-0.8090970742260972
2018-06-09,-1.4801030973022016,-0.9752080979681648,-1.923460683217103,-2.2114477745801224
2018-06-10,-10.203896206637939,-12.32735647269894,-9.762973330713994,-12.180503151570802
